X,Rodada,Scouts,status,status_id,media,pontos,apelido,preco,partida_data,jogos,variacao,id,clube,posicao
12,6,FS=3;PE=5;RB=1;FD=3,Nulo,6,2.35,0,Arrascaeta,17.77,06/06/2015,2,0,87863,cruzeiro,Meia
13,6,FS=3;PE=11;A=2;G=2;RB=6;FC=6;FF=2;FD=2,Provável,7,6.96,22.7,Giuliano,17.55,06/06/2015,5,5.02,51548,grêmio,Meia
14,6,FS=9;PE=13;G=1;I=1;RB=7;FC=10;CA=1;FF=7;FD=3,Provável,7,4.18,3.8,Geuvânio,17.5,06/06/2015,5,0,73896,santos,Atacante
15,6,FS=7;PE=5;G=1;I=1;RB=1;FC=4;CA=1;FF=1;FD=2,Nulo,6,4.95,0,Rildo,17.24,06/06/2015,2,0,73635,ponte preta,Atacante
16,6,SG=3;FS=3;PE=15;RB=11;FC=5;CA=1;FF=2,Provável,7,5.52,6.7,Natanael,17.21,06/06/2015,5,1.47,86264,atlético-pr,Lateral
17,6,FS=2;PE=9;FT=1;G=2;I=7;RB=1;FC=8;CA=2;PP=1;FF=6;FD=3,Provável,7,2.34,10.9,Ricardo Oliveira,17.16,06/06/2015,5,2.14,38910,santos,Atacante
18,6,FS=4;PE=4;I=1;RB=9;FC=7;FF=2;FD=1,Provável,7,3.62,4,Souza,17.14,06/06/2015,4,0.08,60803,são paulo,Meia
19,6,,Nulo,6,0,0,Guilherme,17,06/06/2015,0,0,50294,atlético-mg,Meia
20,6,FS=4;PE=27;A=1;FT=1;G=1;RB=3;FC=5;CA=2;FF=3;FD=1,Nulo,6,3.02,6.3,Marquinhos,16.83,07/06/2015,4,0.54,38150,avaí,Meia
1,6,FS=4;PE=13;G=2;RB=1;FC=4;FF=2;FD=3,Provável,7,4.55,2.4,Rafael Marques,16.78,07/06/2015,4,-1.07,38957,palmeiras,Atacante
2,6,FS=14;PE=16;G=2;I=4;RB=3;FC=9;CA=2;FF=3;FD=2,Provável,7,3.38,-4.5,Yuri Mamute,16.77,06/06/2015,5,-2.25,78012,grêmio,Atacante
3,6,SG=3;FS=3;PE=8;RB=4;FC=5;CA=1;FF=2;FD=1,Provável,7,3.76,8.6,Gum,16.44,07/06/2015,5,1.72,68887,fluminense,Zagueiro
4,6,FS=9;PE=5;RB=14;FC=13;CA=3;FF=1,Suspenso,3,3,7.4,Guiñazu,16.39,06/06/2015,5,0.64,50533,vasco,Meia
5,6,SG=2;FS=7;PE=17;RB=9;FC=9;CA=1;FF=1;FD=1,Provável,7,3.78,1,Luan,16.37,06/06/2015,5,-0.91,80692,vasco,Zagueiro
6,6,FS=2;PE=7;FT=1;G=1;I=2;FC=8;CA=1;FF=6;FD=1,Provável,7,1.72,-1.5,Luis Fabiano,16.32,06/06/2015,5,-1.68,37919,são paulo,Atacante
7,6,PE=12;G=2;I=1;RB=3;FC=3;CA=1;FF=4,Provável,7,5.43,9.5,Michel Bastos,16.03,06/06/2015,3,2.09,37607,são paulo,Meia
8,6,SG=1;FS=2;PE=7;DD=11;GS=8,Provável,7,4.18,-1,Oliveira,16.03,06/06/2015,5,-1.36,72731,joinville,Goleiro
9,6,,Contundido,5,0,0,Marcos Rocha,16,06/06/2015,0,0,63013,atlético-mg,Lateral
10,6,FS=5;PE=20;A=1;I=1;RB=4;FC=1;CA=1;FF=3;FD=4,Provável,7,2.85,-0.5,Jadson,15.78,06/06/2015,4,-1.27,38315,corinthians,Meia
11,6,FS=8;PE=13;A=1;RB=6;FC=7;CA=2;FF=3;FD=1,Provável,7,2.73,4.3,Ganso,15.71,06/06/2015,4,-0.47,62977,são paulo,Meia
12,6,,Provável,7,3.7,2.17,Tite,15.52,06/06/2015,5,-0.31,45125,corinthians,Técnico
13,6,SG=2;FS=11;PE=20;G=1;I=1;RB=3;FC=4,Provável,7,5.03,0.1,Fábio Santos,15.46,06/06/2015,4,-0.68,38229,corinthians,Lateral
14,6,FS=4;PE=9;RB=12;FC=7;CA=2;CV=1;FF=1,Dúvida,2,2.63,0,Willians,15.28,06/06/2015,3,0,54424,cruzeiro,Meia
15,6,FS=9;PE=12;I=4;RB=4;FC=7;CA=2;FF=6;FD=4,Provável,7,1.6,1.9,Willian,15.12,06/06/2015,4,0,42116,cruzeiro,Atacante
16,6,SG=2;FS=1;PE=8;DD=9;GS=5,Provável,7,5.02,14.2,Danilo,15.04,06/06/2015,5,4.08,82768,chapecoense,Goleiro
17,6,,Contundido,5,0,0,Eduardo Sasha,15,07/06/2015,0,0,70360,internacional,Atacante
18,6,FS=4;PE=5;G=1;RB=2;FC=3;CA=1;FF=1,Provável,7,4.55,3,Nilmar,14.96,07/06/2015,2,-1.08,37653,internacional,Atacante
19,6,FS=3;PE=1;A=1;FC=2;FF=1,Nulo,6,5.9,0,Marcos Guilherme ,14.95,06/06/2015,1,0,83266,atlético-pr,Meia
20,6,FS=6;PE=15;RB=18;FC=23;FF=1,Provável,7,3.66,3.7,Fernando Bob,14.94,06/06/2015,5,-0.36,42213,ponte preta,Meia
1,6,,Provável,7,4.75,4.58,Levir Culpi,14.91,06/06/2015,5,-0.38,40025,atlético-mg,Técnico
2,6,FS=2;PE=18;RB=7;FC=9;FD=4,Provável,7,1.4,3.1,Jean,14.88,07/06/2015,5,0.43,62047,fluminense,Meia
3,6,SG=2;FS=3;PE=14;G=1;RB=7;FC=5;CA=1;FD=1,Provável,7,4.74,8.8,Matheus Ferraz,14.79,07/06/2015,5,1.95,38632,sport,Zagueiro
4,6,FS=13;PE=13;A=1;G=1;RB=7;FC=8;CA=1;FF=1;FD=3,Provável,7,5.04,11,Ananias,14.62,06/06/2015,5,2.23,61135,chapecoense,Atacante
5,6,PE=2;G=1;I=2;RB=1;FC=4;CA=1;FF=2;FD=3,Nulo,6,2.12,8.4,Borges,14.57,06/06/2015,4,1.64,37941,ponte preta,Atacante
6,6,FS=1;PE=1,Nulo,6,0.2,0.2,Cleiton Xavier,14.56,07/06/2015,1,-3.44,38530,palmeiras,Meia
7,6,SG=1;FS=1;PE=4;DD=4;GS=5,Provável,7,1.26,-1.5,Victor,14.56,06/06/2015,5,-1.84,52950,atlético-mg,Goleiro
8,6,SG=2;FS=4;PE=11;RB=5;FC=5;FF=2,Nulo,6,4.02,0,Wellington Silva,14.49,07/06/2015,4,0,71892,fluminense,Lateral
9,6,FS=4;PE=6;A=1;G=2;I=1;RB=4;FC=6;CA=1;FF=1;FD=2,Nulo,6,6.3,15,Carlos,14.37,06/06/2015,4,3.2,85027,atlético-mg,Atacante
10,6,FS=4;PE=10;G=1;I=1;RB=5;FC=6;CA=1;FF=4;FD=1,Nulo,6,2.76,-0.8,Vitinho,14.33,07/06/2015,5,-1.09,78435,internacional,Atacante
11,6,FS=4;PE=15;A=1;I=2;RB=5;FC=3;FF=3;FD=1,Contundido,5,3.87,0,Camilo,14.3,06/06/2015,3,0,62009,chapecoense,Meia
12,6,SG=3;FS=5;PE=8;A=1;RB=3;FC=5;CA=2,Nulo,6,4.67,0,Edílson,14.28,06/06/2015,4,0,38523,corinthians,Lateral
13,6,SG=2;FS=4;PE=12;RB=9;FC=6;FD=1,Provável,7,5.42,5.8,Gilson,14.27,06/06/2015,4,1.25,52674,ponte preta,Lateral
14,6,FS=9;PE=16;A=1;I=1;RB=5;FC=6;FF=2;FD=3,Provável,7,2.82,3.9,Gerson,14.18,07/06/2015,5,-0.32,89256,fluminense,Meia
15,6,SG=2;FS=2;PE=12;RB=8;FD=1,Provável,7,4.4,9.9,Durval,14.15,07/06/2015,5,1.97,38100,sport,Zagueiro
16,6,FS=14;PE=23;I=2;RB=5;FC=1;CA=2;FF=3;FD=3,Nulo,6,2.05,0,Valdivia,14.07,07/06/2015,4,0,38435,palmeiras,Meia
17,6,SG=2;FS=3;PE=12;G=1;RB=3;FC=3;FF=2;FD=1,Provável,7,4.38,0.7,Dória,13.93,06/06/2015,5,-1.32,78946,são paulo,Zagueiro
18,6,FS=12;PE=6;G=2;RB=2;FC=3;CA=1;FF=2;FD=2,Provável,7,4.7,11.3,Diego Oliveira,13.86,06/06/2015,5,2.92,72204,ponte preta,Atacante
19,6,FS=4;PE=18;A=1;RB=14;FC=10;CA=1;FF=3;FD=1,Provável,7,4.3,3.4,Rithely,13.67,07/06/2015,5,-1.45,68834,sport,Meia
20,6,FS=8;PE=10;A=1;G=1;I=3;FC=5;CA=2;FF=1;FD=6,Nulo,6,3.17,0,Roger,13.62,06/06/2015,4,0,38287,chapecoense,Atacante
1,6,FS=7;PE=11;A=1;G=2;I=1;RB=1;FC=2;CA=1;FF=1;FD=4,Contundido,5,4.82,0.6,Alexandre Pato,13.49,06/06/2015,5,-0.74,49675,são paulo,Atacante
2,6,,Provável,7,0,0,Juan Carlos Osorio,13.49,06/06/2015,0,0,73717,são paulo,Técnico
3,6,FS=4;PE=7;FT=1;G=2;RB=3;FC=5;CA=2;FF=3;FD=1,Provável,7,4.22,10,Vinícius,13.38,07/06/2015,5,2.44,71162,fluminense,Meia
4,6,SG=3;PE=8;RB=8;FC=2;CA=1,Provável,7,4.64,7.3,Kadu,13.37,06/06/2015,5,1.75,50427,atlético-pr,Zagueiro
5,6,FS=10;PE=9;G=1;RB=8;FC=6;CA=1,Provável,7,3.78,2.7,Elicarlos,13.34,06/06/2015,5,-0.66,50313,chapecoense,Meia
6,6,SG=1;PE=2;DD=12;GS=3,Provável,7,8.6,4,Alex ,13.26,07/06/2015,4,-0.17,79066,figueirense,Goleiro
7,6,SG=2;FS=3;PE=12;RB=5;FC=4;CV=1;FF=1;FD=1,Provável,7,2.77,0,Giovanni,13.22,07/06/2015,4,0,72097,fluminense,Lateral
8,6,PE=5;RB=1;FC=1;FF=1,Dúvida,2,0.4,0,Léo,13.08,06/06/2015,1,0,50459,cruzeiro,Zagueiro
9,6,SG=1;FS=2;PE=16;A=1;RB=8;FC=3;FD=1,Provável,7,3.86,2.6,Victor Ferraz,13.05,06/06/2015,5,-0.41,70046,santos,Lateral
10,6,SG=1;PE=3;RB=2;FC=1;CA=1;FF=1,Contundido,5,5.7,0,Thiago Heleno,13.01,07/06/2015,1,0,38394,figueirense,Zagueiro
11,6,SG=1;FS=5;PE=21;A=2;G=1;I=5;RB=6;FC=7;CA=1;FF=2;FD=2,Provável,7,4.96,7.6,Patric,13,06/06/2015,5,0.78,60969,atlético-mg,Lateral
12,6,,Nulo,6,0,0,Hernane,13,07/06/2015,0,0,72386,sport,Atacante
13,6,FS=2;PE=5;RB=8;FC=5;CA=2;FD=1,Nulo,6,2.53,0,Ralf,12.97,06/06/2015,3,0,52190,corinthians,Meia
14,6,SG=2;FS=4;PE=2;RB=1;DD=6;GS=4,Provável,7,4.62,3.9,Fernando Prass,12.97,07/06/2015,5,-0.09,38140,palmeiras,Goleiro
15,6,SG=2;FS=11;PE=13;I=1;RB=2;FC=3;FF=1;FD=1,Provável,7,2.94,0.2,Madson,12.96,06/06/2015,5,-0.84,78077,vasco,Lateral
16,6,FS=8;PE=5;RB=10;FC=6;CA=1;FF=1,Provável,7,5.07,6.7,Jonas,12.92,06/06/2015,3,0.55,85586,flamengo,Meia
17,6,FS=6;PE=9;A=1;G=1;I=4;FC=7;CA=1;FF=5;FD=1,Nulo,6,2.57,-2.4,Alecsandro,12.92,06/06/2015,4,-2.31,37673,flamengo,Atacante
18,6,,Provável,7,5.29,7.56,Guto Ferreira,12.83,06/06/2015,5,1.21,37245,ponte preta,Técnico
19,6,FS=6;PE=8;G=1;RB=6;FC=3;CA=1;FF=2;FD=2,Dúvida,2,6.23,4.9,Henrique,12.82,06/06/2015,3,-0.41,37694,cruzeiro,Meia
20,6,,Provável,7,4.49,8.05,Enderson Moreira,12.81,07/06/2015,3,1.74,62137,fluminense,Técnico
1,6,SG=3;PE=2;CA=1;DD=5;GS=6,Provável,7,3.08,8,Diego Cavalieri,12.64,07/06/2015,5,2.17,38431,fluminense,Goleiro
2,6,FS=7;PE=9;RB=8;FC=8;CA=1;FF=2;FD=3,Provável,7,2.56,0.8,Wallace,12.58,06/06/2015,5,-0.67,68958,flamengo,Zagueiro
3,6,FS=3;PE=1;I=1;FC=1;FF=1;FD=2,Contundido,5,2.9,0,Kenedy,12.58,07/06/2015,1,0,84791,fluminense,Atacante
4,6,FS=11;PE=9;G=2;I=2;RB=4;FC=7;CA=1;CV=1;FF=4;FD=4,Provável,7,5.23,0.9,Bruno Henrique,12.58,07/06/2015,4,-0.48,90285,goiás,Atacante
5,6,FS=5;PE=6;RB=5;FC=4;FF=1,Contundido,5,3.95,0,Deivid,12.5,06/06/2015,2,0,69018,atlético-pr,Meia
6,6,FS=5;PE=8;I=1;RB=2;FC=3;CA=1;FF=2;FD=3,Provável,7,1.95,2.1,Renato Augusto,12.48,06/06/2015,2,-0.29,38398,corinthians,Meia
7,6,FS=6;PE=12;I=4;RB=2;FC=1;FF=1,Provável,7,0.33,1.8,Dudu,12.47,07/06/2015,3,-1.46,68920,palmeiras,Atacante
8,6,FS=1;I=3;FC=1;CA=1;FF=1;FD=1,Nulo,6,-1.8,0,Lisandro López,12.41,07/06/2015,1,0,71495,internacional,Atacante
9,6,FS=7;PE=12;RB=12;FC=11;CA=1;FF=2,Provável,7,2.84,3.7,Gabriel,12.24,07/06/2015,5,-0.2,78605,palmeiras,Meia
10,6,,Contundido,5,0,0,Dedé,12,06/06/2015,0,0,60819,cruzeiro,Zagueiro
11,6,FS=11;PE=23;I=1;RB=4;CA=1;FF=1;FD=1,Provável,7,0.92,-0.9,Alex,11.98,07/06/2015,5,-1.47,38219,internacional,Meia
12,6,FS=1;PE=6;RB=8;FC=2,Contundido,5,2.83,6.8,Renato,11.83,06/06/2015,4,1.12,38908,santos,Meia
13,6,FS=10;PE=20;G=2;I=3;RB=6;FC=7;CA=2;FF=4;FD=3,Provável,7,4.4,-0.2,Biro Biro,11.78,06/06/2015,5,-1.55,80949,ponte preta,Atacante
14,6,FS=1;PE=11;G=2;I=1;FC=3;FF=4;FD=3,Provável,7,4.25,0.6,Thiago Ribeiro,11.77,06/06/2015,4,-2.4,68929,atlético-mg,Atacante
15,6,PE=1,Contundido,5,-0.3,0,Rafael Toloi,11.74,06/06/2015,1,0,63008,são paulo,Zagueiro
16,6,FS=1;PE=2;RB=1,Provável,7,1.6,1.6,Juan,11.74,07/06/2015,1,-2.26,36540,internacional,Zagueiro
17,6,SG=1;FS=4;PE=9;RB=10;FC=9;CA=2;FF=2,Provável,7,3.55,0.9,Leonardo Silva,11.73,06/06/2015,4,-1.83,68925,atlético-mg,Zagueiro
18,6,,Provável,7,3.9,3.31,Oswaldo De Oliveira,11.72,07/06/2015,5,-0.47,36940,palmeiras,Técnico
19,6,SG=3;FS=1;PE=3;I=2;RB=4;FC=3;FF=1,Provável,7,3.92,4.1,Edu Dracena,11.71,06/06/2015,5,0.51,37657,corinthians,Zagueiro
20,6,FS=10;PE=22;G=1;I=2;RB=13;FC=11;CA=1;FF=3,Provável,7,4.42,3.1,Gil,11.58,06/06/2015,5,-1.53,63014,chapecoense,Meia
1,6,FS=13;PE=33;A=2;RB=11;FC=5;CA=1;FF=1;FD=1,Provável,7,4.5,9.6,Lucas Lima,11.57,06/06/2015,5,1.78,80583,santos,Meia
2,6,SG=1;FS=2;PE=1;CA=1;DD=3;GS=4,Provável,7,1.18,6.2,Fábio,11.5,06/06/2015,4,1.35,37656,cruzeiro,Goleiro
3,6,SG=2;FS=3;PE=9;RB=2;FC=1;FD=1,Contundido,5,3.17,0,Réver,11.49,07/06/2015,4,0,52253,internacional,Zagueiro
4,6,,Provável,7,4.22,5.53,Milton Mendes,11.48,06/06/2015,5,0.8,86486,atlético-pr,Técnico
5,6,SG=1;FS=1;RB=2;FC=1,Nulo,6,8.4,0,Uendel,11.39,06/06/2015,1,0,60852,corinthians,Lateral
6,6,FS=3;PE=7;A=1;G=2;I=1;RB=7;FC=6;CA=1,Provável,7,5.36,8.3,Nikão,11.35,06/06/2015,5,1.01,69705,atlético-pr,Meia
7,6,FS=4;PE=3;G=1;I=1;FC=2;CA=1,Nulo,6,2.8,0,Jô,11.32,06/06/2015,2,0,38138,atlético-mg,Atacante
8,6,FS=6;PE=9;RB=10;FC=2;CA=1;FD=2,Nulo,6,3.26,1,Petros,11.23,06/06/2015,5,-0.74,78891,corinthians,Meia
9,6,FS=1;PE=9;G=1;I=1;RB=9;FC=6;CA=2;FF=2;FD=1,Provável,7,3.2,10.8,Bruno Silva,11.22,06/06/2015,5,2.38,68698,chapecoense,Meia
10,6,FS=6;PE=14;A=1;I=2;RB=3;FC=4;FF=7;FD=2,Provável,7,3.2,5.5,Marquinhos,11.2,06/06/2015,4,0.32,60788,cruzeiro,Atacante
11,6,SG=2;FS=10;PE=15;FT=1;RB=4;FC=3;CA=1;FF=4;FD=1,Provável,7,4.22,2.5,Christiano ,11.19,06/06/2015,5,0.26,82499,vasco,Lateral
12,6,FS=6;A=1;RB=2;FC=2;CA=1,Nulo,6,4.2,0,Josué,11.06,06/06/2015,2,0,36790,atlético-mg,Meia
13,6,SG=2;FS=6;PE=28;I=1;RB=10;FC=8;CA=1;FF=1;FD=1,Provável,7,3.36,1.5,Egídio,11.02,07/06/2015,5,-1.07,42145,palmeiras,Lateral
14,6,,Provável,7,4.72,6.21,Eduardo Baptista,10.96,07/06/2015,5,0.81,87211,sport,Técnico
15,6,PE=4;RB=1;FC=1,Nulo,6,0,0,Elias,10.88,06/06/2015,2,0,54395,corinthians,Meia
16,6,FS=5;PE=8;RB=4;FC=2;FF=1,Provável,7,3.3,4,Fagner,10.88,06/06/2015,2,0.29,42500,corinthians,Lateral
17,6,FS=1;PE=1;FD=1,Nulo,6,1.2,0,Elano,10.87,06/06/2015,1,0,37917,santos,Meia
18,6,PE=1;GS=2,Nulo,6,-4.3,-4.3,Vanderlei,10.84,06/06/2015,1,-4.16,62121,santos,Goleiro
19,6,FS=2;PE=4;RB=1;FC=1;FF=1;FD=2,Nulo,6,1.23,0,Erik,10.84,07/06/2015,3,0,84848,goiás,Atacante
20,6,FS=3;PE=10;RB=3;FC=4;CA=1;FF=1;FD=2,Contundido,5,0.77,0,Robinho,10.81,07/06/2015,3,0,62104,palmeiras,Meia
1,6,,Provável,7,2.86,5.31,Vanderlei Luxemburgo,10.71,06/06/2015,4,0.6,41327,cruzeiro,Técnico
2,6,,Provável,7,2.9,1.45,Diego Aguirre,10.71,07/06/2015,5,-0.66,73766,internacional,Técnico
3,6,FS=2;PE=12;G=1;RB=2;FC=6;CA=1;FF=1;FD=1,Nulo,6,1.83,0,Felipe ,10.69,06/06/2015,3,0,71113,atlético-pr,Meia
4,6,SG=1;FS=9;PE=19;RB=10;FC=1;FF=1,Nulo,6,5.25,0,Welinton,10.68,07/06/2015,4,0,63005,coritiba,Zagueiro
5,6,FS=3;PE=17;RB=10;FC=5;FF=1;FD=1,Provável,7,2.52,0.5,Julio Dos Santos,10.67,06/06/2015,5,-0.76,60853,vasco,Meia
6,6,FS=3;PE=8;I=1;RB=6;FC=3;FF=3,Provável,7,3.13,0,Renan Oliveira,10.65,07/06/2015,3,0,60822,avaí,Meia
7,6,SG=2;FS=3;PE=9;G=1;RB=10;FC=11;CA=2;FF=1;FD=1,Contundido,5,5.2,12.9,Paulo Miranda,10.64,06/06/2015,5,2.87,68817,são paulo,Zagueiro
8,6,,Provável,7,3.86,6.51,Roger Machado ,10.55,06/06/2015,2,1.5,79437,grêmio,Técnico
9,6,SG=3;FS=3;PE=19;RB=9;FC=3;CA=1;FF=2;FD=1,Provável,7,5,12.1,Eduardo,10.52,06/06/2015,5,2.92,50645,atlético-pr,Lateral
10,6,FS=5;PE=8;RB=7;FC=4;CA=1,Dúvida,2,2.67,1.9,Denilson,10.51,06/06/2015,3,-0.45,38064,são paulo,Meia
11,6,FS=2;PE=3;RB=1;FC=2;CA=1,Nulo,6,-0.4,0,Emerson,10.46,06/06/2015,3,0,68744,corinthians,Atacante
12,6,SG=1;PE=7;RB=1;FC=5;CA=1;FD=1,Provável,7,0.37,4.4,Mayke,10.44,06/06/2015,3,1.03,81150,cruzeiro,Lateral
13,6,SG=1;FS=3;PE=3;A=1;G=1;I=1;RB=4;FC=3;CA=1,Provável,7,5.35,0,Marquinhos,10.39,07/06/2015,4,-2.2,38515,figueirense,Zagueiro
14,6,FS=4;PE=12;A=2;RB=3;FC=2;CA=1;FF=1;FD=3,Provável,7,3.55,-1,Felipe Menezes,10.33,07/06/2015,4,-0.76,50295,goiás,Meia
15,6,FS=4;PE=4;RB=1;FD=1,Nulo,6,1.17,1.4,Centurión,10.3,06/06/2015,3,-0.28,88269,são paulo,Atacante
16,6,FS=13;PE=4;RB=16;FC=8;FF=2,Provável,7,7.48,4.2,Patrick,10.26,07/06/2015,4,-0.02,83433,goiás,Meia
17,6,FS=2;PE=1;G=1;I=1;RB=1;FC=2;FF=3;FD=2,Nulo,6,4.33,9.7,Rafael Moura,10.22,07/06/2015,3,1.75,37655,internacional,Atacante
18,6,SG=3;FS=6;PE=7;RB=5;FC=8;CA=1,Provável,7,3.68,-0.8,Felipe Macedo,10.17,07/06/2015,5,-0.7,85399,goiás,Zagueiro
19,6,FS=2;PE=3;G=1;FF=3;FD=1,Nulo,6,2.8,7.7,André Lima,10.12,07/06/2015,4,1.81,68893,avaí,Atacante
20,6,,Contundido,5,0,0,Richarlyson,10,06/06/2015,0,0,38069,chapecoense,Meia
1,6,,Contundido,5,0,0,Juninho,10,07/06/2015,0,0,63119,figueirense,Meia
2,6,,Nulo,6,0,0,Felipe,10,07/06/2015,0,0,37958,figueirense,Goleiro
3,6,,Contundido,5,0,0,Júlio Baptista,10,06/06/2015,0,0,38921,cruzeiro,Meia
4,6,SG=1;FS=7;PE=11;G=1;RB=3;FC=2,Provável,7,4.33,15.8,Manoel,10,06/06/2015,4,3.97,69014,cruzeiro,Zagueiro
5,6,,Contundido,5,0,0,David,10,07/06/2015,0,0,38695,goiás,Meia
6,6,,Nulo,6,0,0,Fellype Gabriel,10,07/06/2015,0,0,38187,palmeiras,Meia
7,6,FS=6;PE=5;RB=10;FC=8;CA=2;FF=5,Provável,7,2.8,5.2,Wendel,9.98,07/06/2015,5,1.36,38021,sport,Meia
8,6,FS=3;PE=11;A=1;I=1;RB=1;FC=4;CA=1;FF=1,Nulo,6,0.55,0,Armero,9.95,06/06/2015,2,0,68693,flamengo,Lateral
9,6,FS=2;PE=6;A=1;RB=1;FC=4;FF=2,Dúvida,2,1.77,0,Wesley,9.95,06/06/2015,3,0,50421,são paulo,Meia
10,6,SG=2;FS=1;PE=17;A=1;I=2;RB=5;FC=2;CA=2;FD=1,Provável,7,2.78,2.8,Rafael Lima,9.89,06/06/2015,5,0.2,50361,chapecoense,Zagueiro
11,6,SG=2;FS=6;PE=8;I=2;RB=7;FC=11;CA=3;FF=1;FD=1,Suspenso,3,2.34,-2.4,Lucas,9.89,07/06/2015,5,-1.65,50362,palmeiras,Lateral
12,6,SG=1;FS=2;PE=8;A=1;RB=2;FC=2,Provável,7,2.75,-0.1,Sueliton,9.85,06/06/2015,4,-1.1,72023,joinville,Lateral
13,6,FS=7;PE=12;RB=12;FC=8;CA=3;FF=1;FD=2,Suspenso,3,2.6,6.4,Walace,9.71,06/06/2015,5,1.4,88479,grêmio,Meia
14,6,FS=3;PE=6;A=1;RB=1;FC=2;FF=2,Provável,7,2.27,0.6,Nilton,9.68,07/06/2015,3,-0.32,38573,internacional,Meia
15,6,SG=1;FS=9;PE=9;G=1;I=1;RB=5;FC=4;CA=1;CV=1;FF=1;FD=3,Provável,7,4.38,0,Apodi,9.65,06/06/2015,4,0,51042,chapecoense,Lateral
16,6,,Provável,7,2.81,2.31,Doriva,9.57,06/06/2015,5,-0.02,79343,vasco,Técnico
17,6,FS=3;PE=3;RB=3;FC=1,Provável,7,5.2,5.2,Carlinhos,9.56,06/06/2015,1,-0.44,38451,são paulo,Lateral
18,6,FS=1;PE=1;RB=1;FC=3;FF=1,Contundido,5,0.55,0,Samuel ,9.56,07/06/2015,2,0,73806,sport,Atacante
19,6,SG=1;FS=6;PE=2;RB=2;FC=1,Contundido,5,5.15,0,Léo,9.55,07/06/2015,2,0,69177,internacional,Lateral
20,6,RB=1,Provável,7,1.7,0,Thalles,9.53,06/06/2015,1,0,85211,vasco,Atacante
1,6,SG=3;FS=2;PE=5;I=1;RB=5;FC=9;CA=1;FF=1,Provável,7,3.34,-0.5,Alex Alves,9.5,07/06/2015,5,-0.78,80036,goiás,Zagueiro
2,6,FS=2;PE=6;RB=3;FC=2;FD=2,Provável,7,2.65,0.7,Cristian,9.46,06/06/2015,2,-1.3,37608,corinthians,Meia
3,6,FS=1;PE=3;G=2;I=1;RB=5;FC=4;CA=1;FD=4,Nulo,6,5.9,2.7,Hugo,9.43,07/06/2015,4,0.16,71995,avaí,Atacante
4,6,FS=6;PE=10;A=1;I=3;RB=1;FC=1,Provável,7,1.57,0.4,Marcelo Cirino,9.26,06/06/2015,3,-1.1,69022,flamengo,Atacante
5,6,SG=2;FS=5;PE=7;RB=3,Provável,7,3.88,7.1,Antônio Carlos,9.22,07/06/2015,4,1.48,38194,fluminense,Zagueiro
6,6,FS=8;PE=7;G=1;RB=1;FC=2,Provável,7,3.53,1.1,Ángel Romero,9.16,06/06/2015,3,-0.45,88323,corinthians,Atacante
7,6,FS=5;PE=22;RB=9;FC=10;CA=2;FF=1,Nulo,6,0.58,-3.7,Anderson,9.14,07/06/2015,5,-1.09,38852,internacional,Meia
8,6,SG=1;FS=2;PE=14;FT=1;G=1;RB=6;FC=6;CA=1;FF=1,Provável,7,3.84,-1.7,Werley,9.14,06/06/2015,5,-2.03,62974,santos,Zagueiro
9,6,FS=2;PE=4;FC=4;CA=1;FF=2,Contundido,5,-1.4,0,Douglas,9.12,06/06/2015,2,0,38738,grêmio,Meia
10,6,SG=1;FS=11;PE=9;A=1;FT=1;I=1;RB=6;FC=9;CA=2;FF=1;FD=2,Contundido,5,5.05,4.3,Rafael Galhardo,9.11,06/06/2015,4,0.15,68821,grêmio,Lateral
11,6,SG=1;FS=7;PE=12;A=1;G=1;I=1;RB=2;FC=5;CA=1;FF=1;FD=1,Provável,7,3.6,7.3,Marcelo Oliveira,9.11,06/06/2015,5,1.79,50328,grêmio,Lateral
12,6,FS=1;PE=2;FC=1,Nulo,6,-0.3,0,Leandro Donizete,9.1,06/06/2015,2,-0.45,51318,atlético-mg,Meia
13,6,PE=1;DD=1;GS=2,Contundido,5,-0.65,0,Magrão,9.09,07/06/2015,2,0,41218,sport,Goleiro
14,6,FS=3;PE=10;FC=3;CA=1;FF=2;FD=2,Dúvida,2,-0.4,-0.6,Paulinho,9.01,06/06/2015,4,-0.91,78578,flamengo,Atacante
15,6,,Dúvida,2,0,0,Emanuel Biancucchi,9,06/06/2015,0,0,84679,vasco,Meia
16,6,,Contundido,5,0,0,Alan Kardec,9,06/06/2015,0,0,50347,são paulo,Atacante
17,6,,Nulo,6,0,0,Jorge Henrique,9,07/06/2015,0,0,38108,internacional,Atacante
18,6,,Contundido,5,0,0,França,9,07/06/2015,0,0,72084,figueirense,Meia
19,6,,Nulo,6,0,0,Keirrison,9,07/06/2015,0,0,50880,coritiba,Atacante
20,6,SG=2;FS=10;PE=28;RB=12;FC=9;CA=1;FF=1,Provável,7,5.3,7.4,Dener Assunção,8.98,06/06/2015,4,1.6,69782,chapecoense,Lateral
1,6,SG=3;PE=3;I=1;RB=1;FC=6,Provável,7,2.46,3.5,Gustavo,8.97,06/06/2015,5,0.76,37840,atlético-pr,Zagueiro
2,6,SG=2;FS=7;PE=9;G=1;RB=6;FC=2;FF=1,Provável,7,7.18,7.5,Samuel Xavier,8.95,07/06/2015,4,0.42,73384,sport,Lateral
