X,Rodada,Scouts,status,status_id,media,pontos,apelido,preco,partida_data,jogos,variacao,id,clube,posicao
1,2,FS=3;PE=1;G=2;RB=1;FC=2;FD=1,Provável,7,18.9,18.9,Diego Souza,32.35,17/05/2015,1,10.35,68911,sport,Meia
2,2,FS=3;PE=1;A=2;RB=2;FC=1,Provável,7,14.1,14.1,Luan,30.93,16/05/2015,1,5.93,86759,grêmio,Atacante
3,2,,Nulo,6,0,0,Paolo Guerrero,30,16/05/2015,0,0,75295,corinthians,Atacante
4,2,PE=5;G=1;RB=1,Provável,7,8.2,8.2,Robinho,29.42,17/05/2015,1,0.42,38246,santos,Atacante
5,2,,Nulo,6,0,0,D'Alessandro,27,17/05/2015,0,0,62023,internacional,Meia
6,2,PE=1;FF=2;FD=2,Provável,7,3.1,3.1,Fred,26.18,17/05/2015,1,-3.82,38162,fluminense,Atacante
7,2,,Nulo,6,0,0,Leandro Damião,26,17/05/2015,0,0,68953,cruzeiro,Atacante
8,2,,Nulo,6,0,0,Lucas Pratto,26,17/05/2015,0,0,73649,atlético-mg,Atacante
9,2,FS=2;PE=2;A=1;RB=2;FC=2,Provável,7,7.8,7.8,Zé Roberto,25.94,17/05/2015,1,0.94,36612,palmeiras,Lateral
10,2,,Nulo,6,0,0,Luan,25,17/05/2015,0,0,63219,atlético-mg,Atacante
11,2,FS=2;PE=5;G=1;I=3;RB=1;FC=1;FD=1,Provável,7,8.2,8.2,Everton,24.68,17/05/2015,1,1.68,50301,flamengo,Meia
12,2,PE=1;DD=2;GS=1,Provável,7,3.7,3.7,Rogério Ceni,24.28,17/05/2015,1,-2.72,38055,são paulo,Goleiro
13,2,PE=2;DD=3;GS=3,Provável,7,2.4,2.4,Marcelo Grohe,24.05,16/05/2015,1,-3.95,37770,grêmio,Goleiro
14,2,,Nulo,6,0,0,Gil,24,16/05/2015,0,0,68923,corinthians,Zagueiro
15,2,,Nulo,6,0,0,Arrascaeta,23,17/05/2015,0,0,87863,cruzeiro,Meia
16,2,FS=1;PE=3;G=1;I=1;RB=1;FC=3;FF=1;FD=2,Provável,7,10,10,Walter,22.94,16/05/2015,1,3.94,62128,atlético-pr,Atacante
17,2,FS=3;PE=4;FT=1;RB=5;FC=2;FF=1,Provável,7,12,12,Edson,22.94,17/05/2015,1,5.94,80370,fluminense,Meia
18,2,FS=2;PE=2;G=1;FC=1;FD=1,Provável,7,8.9,8.9,Rafhael Lucas,22.86,16/05/2015,1,2.86,82456,coritiba,Atacante
19,2,SG=1;FS=1;DD=2,Provável,7,11.5,11.5,Weverton,21.75,16/05/2015,1,5.75,71631,atlético-pr,Goleiro
20,2,PE=7;G=1;RB=2;FC=1;CA=1;FF=1;FD=3,Provável,7,10.5,10.5,Renato Cajá,21.75,17/05/2015,1,4.75,51319,ponte preta,Meia
1,2,PE=3;I=3;FC=1;FF=3;FD=1,Provável,7,0.2,0.2,Ricardo Oliveira,21.51,17/05/2015,1,-5.49,38910,santos,Atacante
2,2,FS=1;PE=2;G=1;FC=3;FF=1;FD=1,Provável,7,8.1,8.1,Luis Fabiano,21.44,17/05/2015,1,2.44,37919,são paulo,Atacante
3,2,PE=3;DD=1;GS=2,Provável,7,-1.9,-1.9,Victor,20.64,17/05/2015,1,-7.36,52950,atlético-mg,Goleiro
4,2,SG=1;A=1;RB=1,Nulo,6,11.7,11.7,Marlon,20.33,17/05/2015,1,6.33,80538,fluminense,Zagueiro
5,2,FS=1;PE=6;FT=1;G=1;RB=1;FF=1,Provável,7,12.6,12.6,Marquinhos,20.25,17/05/2015,1,7.25,38150,avaí,Meia
6,2,SG=1;FS=1;PE=4;RB=2;FC=2,Provável,7,6.7,6.7,Rodrigo,19.54,17/05/2015,1,1.54,37644,vasco,Zagueiro
7,2,PE=2;RB=3;FC=2,Provável,7,3.5,3.5,Guiñazu,19.38,17/05/2015,1,-1.62,50533,vasco,Meia
8,2,FS=4;PE=3;I=1;RB=2;FC=2;FF=2;FD=1,Provável,7,5.4,5.4,Willian,19.3,17/05/2015,1,0.3,42116,cruzeiro,Atacante
9,2,RB=1;FC=1;FD=3,Provável,7,4.2,4.2,Jean,19.14,17/05/2015,1,-0.86,62047,fluminense,Meia
10,2,FS=1;PE=4;A=1;RB=2;FC=3;CA=1,Provável,7,4.2,4.2,Ganso,19.14,17/05/2015,1,-0.86,62977,são paulo,Meia
11,2,,Nulo,6,0,0,Aránguiz,19,17/05/2015,0,0,69325,internacional,Meia
12,2,,Nulo,6,0,0,Borges,19,17/05/2015,0,0,37941,ponte preta,Atacante
13,2,FS=3;PE=1;RB=2;FF=2,Provável,7,6,6,Souza,18.98,17/05/2015,1,0.98,60803,são paulo,Meia
14,2,FS=4;PE=3;G=1;RB=1;FC=2;CA=1,Provável,7,7.8,7.8,Rildo,18.83,17/05/2015,1,2.83,73635,ponte preta,Atacante
15,2,FS=1;PE=3;I=1;FF=1,Provável,7,-0.2,-0.2,Dudu,18.03,17/05/2015,1,-4.97,68920,palmeiras,Atacante
16,2,FS=1;PE=4;G=1;FC=1;FD=1,Provável,7,7.8,7.8,Rafael Marques,18.03,17/05/2015,1,3.03,38957,palmeiras,Atacante
17,2,,Nulo,6,0,0,Dátolo,18,17/05/2015,0,0,69240,atlético-mg,Meia
18,2,,Contundido,5,0,0,Cleiton Xavier,18,17/05/2015,0,0,38530,palmeiras,Meia
19,2,,Nulo,6,0,0,Jadson,18,16/05/2015,0,0,38315,corinthians,Meia
20,2,FS=1;PE=3;RB=5;FC=3;CA=1,Provável,7,4.6,4.6,Willians,17.88,17/05/2015,1,-0.12,54424,cruzeiro,Meia
1,2,FS=1;PE=3,Nulo,6,-0.4,-0.4,Alex,17.09,17/05/2015,1,-4.91,38219,internacional,Meia
2,2,,Contundido,5,0,0,Nilmar,17,17/05/2015,0,0,37653,internacional,Atacante
3,2,,Nulo,6,0,0,Guilherme,17,17/05/2015,0,0,50294,atlético-mg,Meia
4,2,FS=5;PE=9;G=2;I=1;RB=2;FC=2;CA=1;FF=1,Nulo,6,16.4,16.4,Yuri Mamute,16.93,16/05/2015,1,11.93,78012,grêmio,Atacante
5,2,SG=1;PE=2;DD=1,Provável,7,7.4,7.4,Martín Silva,16.93,17/05/2015,1,2.93,69249,vasco,Goleiro
6,2,SG=1;PE=3,Provável,7,4.1,4.1,Cássio,16.69,16/05/2015,1,-0.31,42234,corinthians,Goleiro
7,2,SG=1;FS=2;PE=3;RB=2;FC=3;CA=1,Provável,7,5,5,Luan,16.61,17/05/2015,1,0.61,80692,vasco,Zagueiro
8,2,PE=4;RB=2;FC=2;FF=1;FD=1,Provável,7,2.9,2.9,Geuvânio,16.53,17/05/2015,1,-1.47,73896,santos,Atacante
9,2,SG=1;PE=1;RB=1;FC=1,Provável,7,5.9,5.9,Gum,16.53,17/05/2015,1,1.53,68887,fluminense,Zagueiro
10,2,PE=6;FF=1;FD=3,Provável,7,1.9,1.9,Valdivia,16.53,17/05/2015,1,-2.47,38435,palmeiras,Meia
11,2,FS=2;PE=4;RB=1;FD=1,Dúvida,2,2.5,2.5,Gerson,16.22,17/05/2015,1,-1.78,89256,fluminense,Meia
12,2,FS=6;PE=3;RB=2;FD=1,Dúvida,2,6.5,6.5,Élber,16.22,17/05/2015,1,2.22,74140,sport,Meia
13,2,,Nulo,6,0,0,Alecsandro,16,17/05/2015,0,0,37673,flamengo,Atacante
14,2,,Nulo,6,0,0,Léo,16,17/05/2015,0,0,50459,cruzeiro,Zagueiro
15,2,,Nulo,6,0,0,Marcos Rocha,16,17/05/2015,0,0,63013,atlético-mg,Lateral
16,2,,Nulo,6,0,0,Michel Bastos,16,17/05/2015,0,0,37607,são paulo,Meia
17,2,,Nulo,6,0,0,Ralf,16,16/05/2015,0,0,52190,corinthians,Meia
18,2,,Nulo,6,0,0,Lisandro López,16,17/05/2015,0,0,71495,internacional,Atacante
19,2,FS=1;PE=2;RB=6;FC=7,Provável,7,6.6,6.6,Fernando Bob,15.5,17/05/2015,1,2.5,42213,ponte preta,Meia
20,2,,Provável,7,4.31,4.31,Tite,15.27,16/05/2015,1,0.27,45125,corinthians,Técnico
1,2,FS=1;PE=8;RB=1;FF=2,Provável,7,1.2,1.2,Vitinho,15.19,17/05/2015,1,-2.81,78435,internacional,Atacante
2,2,FS=2;PE=1;FC=1,Nulo,6,0.2,0.2,Emerson,15.19,16/05/2015,1,-3.81,68744,corinthians,Atacante
3,2,GS=1,Provável,7,-2,-2,Fábio,15.03,17/05/2015,1,-5.97,37656,cruzeiro,Goleiro
4,2,,Nulo,6,0,0,Paulinho,15,17/05/2015,0,0,78578,flamengo,Atacante
5,2,,Nulo,6,0,0,Renato Augusto,15,16/05/2015,0,0,38398,corinthians,Meia
6,2,,Nulo,6,0,0,Eduardo Sasha,15,17/05/2015,0,0,70360,internacional,Atacante
7,2,,Nulo,6,0,0,Rafael Toloi,15,17/05/2015,0,0,63008,são paulo,Zagueiro
8,2,,Contundido,5,0,0,Vanderlei,15,17/05/2015,0,0,62121,santos,Goleiro
9,2,,Nulo,6,0,0,Jemerson,15,17/05/2015,0,0,84263,atlético-mg,Zagueiro
10,2,,Nulo,6,0,0,Elias,15,16/05/2015,0,0,54395,corinthians,Meia
11,2,FS=3;PE=1;A=1;FC=2;FF=1,Nulo,6,5.9,5.9,Marcos Guilherme ,14.95,16/05/2015,1,1.95,83266,atlético-pr,Meia
12,2,PE=2;DD=5;GS=1,Provável,7,12.4,12.4,Oliveira,14.55,17/05/2015,1,8.55,72731,joinville,Goleiro
13,2,FS=3;PE=2;A=2;RB=2,Provável,7,14.3,14.3,Rodinei,14.48,17/05/2015,1,10.48,73992,ponte preta,Lateral
14,2,SG=1;FS=2;PE=3;RB=2;FF=1;FD=1,Provável,7,10.2,10.2,Giovanni,14.4,17/05/2015,1,6.4,72097,fluminense,Lateral
15,2,SG=1;FS=1;PE=6;RB=2;FF=1,Provável,7,7.8,7.8,Wellington Silva,14.08,17/05/2015,1,4.08,71892,fluminense,Lateral
16,2,FS=1;PE=6;RB=3;FC=1;FF=2;FD=1,Provável,7,5.7,5.7,Camilo,14,16/05/2015,1,2,62009,chapecoense,Meia
17,2,,Nulo,6,0,0,Juan,14,17/05/2015,0,0,36540,internacional,Zagueiro
18,2,,Contundido,5,0,0,Erik,14,16/05/2015,0,0,84848,goiás,Atacante
19,2,,Nulo,6,0,0,Centurión,14,17/05/2015,0,0,88269,são paulo,Atacante
20,2,,Nulo,6,0,0,Leonardo Silva,14,17/05/2015,0,0,68925,atlético-mg,Zagueiro
1,2,FS=3;PE=3;G=1;I=2;FC=2;FD=2,Provável,7,8.6,8.6,Roger,13.92,16/05/2015,1,4.92,38287,chapecoense,Atacante
2,2,SG=1;FS=1,Provável,7,5.5,5.5,Renan,13.84,16/05/2015,1,1.84,37899,goiás,Goleiro
3,2,PE=2;RB=1;FC=1;CA=1;FF=1;FD=1,Provável,7,0.3,0.3,Robinho,13.68,17/05/2015,1,-3.32,62104,palmeiras,Meia
4,2,FS=1;PE=5;RB=1;FC=1,Provável,7,0.2,0.2,Dória,13.6,17/05/2015,1,-3.4,78946,são paulo,Zagueiro
5,2,FS=4;PE=3;FC=2;CA=1,Provável,7,-1.9,-1.9,Dagoberto,13.53,17/05/2015,1,-5.47,37613,vasco,Atacante
6,2,PE=3;RB=2;FC=3,Provável,7,1,1,Rithely,13.45,17/05/2015,1,-2.55,68834,sport,Meia
7,2,SG=1;FS=2;RB=2;FC=1,Provável,7,8.9,8.9,Natanael,13.37,16/05/2015,1,5.37,86264,atlético-pr,Lateral
8,2,PE=2;RB=2,Dúvida,2,2.8,2.8,Renato,13.29,17/05/2015,1,-0.71,38908,santos,Meia
9,2,FS=2;PE=2;RB=4;FC=3;CA=1,Provável,7,3.7,3.7,Gabriel,13.21,17/05/2015,1,0.21,78605,palmeiras,Meia
10,2,,Provável,7,0.64,0.64,Marcelo Oliveira,13.16,17/05/2015,1,-2.84,62136,cruzeiro,Técnico
11,2,,Nulo,6,0,0,Fabrício,13,17/05/2015,0,0,49674,cruzeiro,Lateral
12,2,,Contundido,5,0,0,Elano,13,17/05/2015,0,0,37917,santos,Meia
13,2,,Nulo,6,0,0,Thiago Heleno,13,17/05/2015,0,0,38394,figueirense,Zagueiro
14,2,,Nulo,6,0,0,Fábio Santos,13,16/05/2015,0,0,38229,corinthians,Lateral
15,2,,Nulo,6,0,0,Hernane,13,17/05/2015,0,0,72386,sport,Atacante
16,2,,Nulo,6,0,0,Thiago Ribeiro,13,17/05/2015,0,0,68929,atlético-mg,Atacante
17,2,,Provável,7,3.41,3.41,Milton Cruz,12.98,17/05/2015,1,-0.02,70163,são paulo,Técnico
18,2,,Provável,7,2.32,2.32,Levir Culpi,12.91,17/05/2015,1,-1.09,40025,atlético-mg,Técnico
19,2,PE=1;RB=3;FC=1;FD=1,Provável,7,5.3,5.3,Wallace,12.89,17/05/2015,1,1.89,68958,flamengo,Zagueiro
20,2,PE=4;FC=1,Provável,7,-1.7,-1.7,Giuliano,12.89,16/05/2015,1,-5.11,51548,grêmio,Meia
1,2,SG=1;FS=2;PE=4;FC=1,Provável,7,4.3,4.3,Madson,12.89,17/05/2015,1,0.89,78077,vasco,Lateral
2,2,PE=3;FC=2;FD=1,Provável,7,-0.9,-0.9,Mayke,12.73,17/05/2015,1,-4.27,81150,cruzeiro,Lateral
3,2,FS=2;PE=2;G=1;RB=1;FC=2,Provável,7,9.1,9.1,Elicarlos,12.73,16/05/2015,1,5.73,50313,chapecoense,Meia
4,2,SG=1,Provável,7,5,5,Diego Cavalieri,12.66,17/05/2015,1,1.66,38431,fluminense,Goleiro
5,2,PE=1;FC=1;FF=1,Dúvida,2,-0.1,-0.1,Douglas,12.58,16/05/2015,1,-3.42,38738,grêmio,Meia
6,2,FS=4;PE=2;G=1;I=1;FC=2;CA=1,Provável,7,5.9,5.9,Jô,12.58,17/05/2015,1,2.58,38138,atlético-mg,Atacante
7,2,FS=3;PE=1;I=1;FC=1;FF=1;FD=2,Nulo,6,2.9,2.9,Kenedy,12.58,17/05/2015,1,-0.42,84791,fluminense,Atacante
8,2,PE=3;G=1;RB=1;FC=2;FF=1,Provável,7,8.5,8.5,Felipe ,12.26,16/05/2015,1,5.26,71113,atlético-pr,Meia
9,2,PE=3;RB=2;FD=1,Provável,7,3.5,3.5,Durval,12.26,17/05/2015,1,0.26,38100,sport,Zagueiro
10,2,PE=2;G=1;FD=1,Provável,7,8.4,8.4,Matheus Ferraz,12.18,17/05/2015,1,5.18,38632,sport,Zagueiro
11,2,FS=3;PE=1;RB=3;FC=2,Provável,7,5.3,5.3,Deivid,12.1,16/05/2015,1,2.1,69018,atlético-pr,Meia
12,2,FS=2;PE=4;FC=2;FF=2,Provável,7,0.2,0.2,Marquinhos,12.02,17/05/2015,1,-2.98,60788,cruzeiro,Atacante
13,2,,Nulo,6,0,0,Denilson,12,17/05/2015,0,0,38064,são paulo,Meia
14,2,,Contundido,5,0,0,Dedé,12,17/05/2015,0,0,60819,cruzeiro,Zagueiro
15,2,,Nulo,6,0,0,Leandro Donizete,12,17/05/2015,0,0,51318,atlético-mg,Meia
16,2,,Nulo,6,0,0,Marcão,12,17/05/2015,0,0,68974,figueirense,Atacante
17,2,,Nulo,6,0,0,Henrique,12,17/05/2015,0,0,37694,cruzeiro,Meia
18,2,,Nulo,6,0,0,Armero,12,17/05/2015,0,0,68693,flamengo,Lateral
19,2,,Contundido,5,0,0,Wellington Paulista,12,16/05/2015,0,0,38279,coritiba,Atacante
20,2,,Nulo,6,0,0,Fagner,12,16/05/2015,0,0,42500,corinthians,Lateral
1,2,FS=2;PE=3;RB=5;FC=3,Provável,7,7.1,7.1,Jonas,11.94,17/05/2015,1,3.94,85586,flamengo,Meia
2,2,DD=3;GS=3,Provável,7,3,3,Marcelo Lomba,11.86,17/05/2015,1,-0.14,68872,ponte preta,Goleiro
3,2,GS=1,Provável,7,-2,-2,Magrão,11.86,17/05/2015,1,-5.14,41218,sport,Goleiro
4,2,FS=3;PE=1;RB=3;FC=4;FF=1,Provável,7,5,5,Pedro Ken,11.86,16/05/2015,1,1.86,50877,coritiba,Meia
5,2,FS=1;RB=1;FC=2;FF=1,Provável,7,1.9,1.9,Samuel ,11.79,17/05/2015,1,-1.21,73806,sport,Atacante
6,2,PE=1;G=1;FD=1,Nulo,6,8.7,8.7,Matías Rodríguez,11.63,16/05/2015,1,5.63,69090,grêmio,Lateral
7,2,,Provável,7,6.67,6.67,Ricardo Drubscky,11.61,17/05/2015,1,3.61,62139,fluminense,Técnico
8,2,SG=1;FS=1;PE=1;A=1;RB=2;FC=4;CA=1,Provável,7,9.6,9.6,Edílson,11.55,16/05/2015,1,6.55,38523,corinthians,Lateral
9,2,FS=1;PE=4;A=1;FC=3;FF=1,Provável,7,3.5,3.5,Wesley,11.47,17/05/2015,1,0.47,50421,são paulo,Meia
10,2,SG=1;FS=1;RB=2;FC=1,Provável,7,8.4,8.4,Uendel,11.39,16/05/2015,1,5.39,60852,corinthians,Lateral
11,2,FS=3;PE=3;A=1;RB=1;FC=2,Provável,7,6.3,6.3,Ananias,11.31,16/05/2015,1,3.31,61135,chapecoense,Atacante
12,2,FS=1;PE=4;A=1;RB=2;FC=1,Provável,7,7.2,7.2,Victor Ferraz,11.23,17/05/2015,1,4.23,70046,santos,Lateral
13,2,,Provável,7,4.19,4.19,Luiz Felipe Scolari,11.22,16/05/2015,1,1.22,43618,grêmio,Técnico
14,2,PE=2;FF=1,Provável,7,0.1,0.1,Danilo,11.15,16/05/2015,1,-2.85,38067,corinthians,Meia
15,2,PE=9;FF=1,Provável,7,-2,-2,David Braz,11.07,17/05/2015,1,-4.93,50317,santos,Zagueiro
16,2,DD=2;GS=1,Provável,7,4,4,Danilo,11.07,16/05/2015,1,1.07,82768,chapecoense,Goleiro
17,2,G=1;CA=1;FD=1,Dúvida,2,7,7,Vinícius,11.07,17/05/2015,1,4.07,71162,fluminense,Meia
18,2,PE=3;RB=2;FC=1,Provável,7,2,2,Anderson,11.07,17/05/2015,1,-0.93,38852,internacional,Meia
19,2,,Contundido,5,0,0,Fellipe Bastos,11,16/05/2015,0,0,70116,grêmio,Meia
20,2,,Nulo,6,0,0,Danilo,11,17/05/2015,0,0,84382,sport,Meia
1,2,,Nulo,6,0,0,Clayton,11,17/05/2015,0,0,81770,figueirense,Atacante
2,2,,Contundido,5,0,0,Nilton,11,17/05/2015,0,0,38573,internacional,Meia
3,2,,Nulo,6,0,0,Paulo André,11,17/05/2015,0,0,37604,cruzeiro,Zagueiro
4,2,,Nulo,6,0,0,Thalles,11,17/05/2015,0,0,85211,vasco,Atacante
5,2,PE=2;I=1;RB=4,Provável,7,5.7,5.7,Renan Oliveira,10.84,17/05/2015,1,2.84,60822,avaí,Meia
6,2,FS=1;PE=5;RB=3;FC=1;FD=1,Provável,7,4.6,4.6,Cristian,10.76,16/05/2015,1,1.76,37608,corinthians,Meia
7,2,FS=2;PE=3;I=3,Provável,7,-1.4,-1.4,Marcelo Cirino,10.76,17/05/2015,1,-4.24,69022,flamengo,Atacante
8,2,FS=1;PE=5;RB=3;FC=1,Provável,7,3.6,3.6,Petros,10.76,16/05/2015,1,0.76,78891,corinthians,Meia
9,2,FS=2;G=1;FC=3;FD=1,Provável,7,8.5,8.5,Vitor Hugo,10.68,17/05/2015,1,5.68,72605,palmeiras,Zagueiro
10,2,,Provável,7,2.46,2.46,Vanderlei Luxemburgo,10.65,17/05/2015,1,-0.35,41327,flamengo,Técnico
11,2,SG=1;RB=2,Provável,7,8.4,8.4,Kadu,10.6,16/05/2015,1,5.6,50427,atlético-pr,Zagueiro
12,2,FS=6;A=1;RB=2;FC=2;CA=1,Provável,7,8.4,8.4,Josué,10.6,17/05/2015,1,5.6,36790,atlético-mg,Meia
13,2,FS=1;PE=8;RB=1;FC=1;FD=1,Provável,7,0.3,0.3,Julio Dos Santos,10.52,17/05/2015,1,-2.48,60853,vasco,Meia
14,2,FS=1;PE=3;FC=2;FF=1,Provável,7,-0.7,-0.7,Canteros,10.52,17/05/2015,1,-3.48,73918,flamengo,Meia
15,2,FS=1;PE=3;FC=1,Nulo,6,-0.9,-0.9,Egídio,10.36,17/05/2015,1,-3.64,42145,palmeiras,Lateral
16,2,G=1,Nulo,6,8,8,Alexandre Pato,10.28,17/05/2015,1,5.28,49675,são paulo,Atacante
17,2,FS=3;PE=3;RB=4;FC=3,Provável,7,5.9,5.9,Gil,10.2,16/05/2015,1,3.2,63014,chapecoense,Meia
18,2,PE=1;FF=3;FD=1,Provável,7,2.8,2.8,André Lima,10.12,17/05/2015,1,0.12,68893,avaí,Atacante
19,2,RB=1;DD=1;GS=2,Provável,7,0.7,0.7,Fernando Prass,10.05,17/05/2015,1,-1.95,38140,palmeiras,Goleiro
20,2,RB=1;FC=2;CA=1,Nulo,6,-1.3,-1.3,Bruno Silva,10.05,16/05/2015,1,-3.95,68698,chapecoense,Meia
1,2,,Nulo,6,0,0,Marcelinho Paraíba,10,17/05/2015,0,0,41859,joinville,Meia
2,2,,Contundido,5,0,0,Richarlyson,10,16/05/2015,0,0,38069,chapecoense,Meia
3,2,,Nulo,6,0,0,Felipe,10,17/05/2015,0,0,37958,figueirense,Goleiro
4,2,,Contundido,5,0,0,Júlio Baptista,10,17/05/2015,0,0,38921,cruzeiro,Meia
5,2,,Contundido,5,0,0,Carlinhos,10,17/05/2015,0,0,38451,são paulo,Lateral
6,2,,Contundido,5,0,0,Cristaldo,10,17/05/2015,0,0,87420,palmeiras,Atacante
7,2,,Contundido,5,0,0,David,10,16/05/2015,0,0,38695,goiás,Meia
8,2,,Nulo,6,0,0,Marquinhos Gabriel,10,17/05/2015,0,0,68954,santos,Meia
9,2,,Contundido,5,0,0,Juninho,10,17/05/2015,0,0,63119,figueirense,Meia
10,2,FS=1;PE=3;RB=5;FC=1;FD=1,Provável,7,8.6,8.6,Gilson,9.97,17/05/2015,1,5.97,52674,ponte preta,Lateral
11,2,FS=1;PE=2;RB=1;FC=2;FD=1,Nulo,6,1.6,1.6,Carlos,9.97,17/05/2015,1,-1.03,85027,atlético-mg,Atacante
12,2,FS=1;FD=2,Nulo,6,2.5,2.5,Valdivia,9.89,17/05/2015,1,-0.11,85423,internacional,Meia
13,2,FS=1,Nulo,6,0.5,0.5,Gabriel,9.89,17/05/2015,1,-2.11,83257,santos,Atacante
14,2,,Provável,7,0.43,0.43,Diego Aguirre,9.83,17/05/2015,1,-2.17,73766,internacional,Técnico
15,2,PE=2,Provável,7,-0.6,-0.6,Réver,9.81,17/05/2015,1,-3.19,52253,internacional,Zagueiro
16,2,FS=1;PE=1;RB=1;FC=1;FD=3,Provável,7,4.4,4.4,Joelinton,9.81,17/05/2015,1,1.81,87741,sport,Atacante
17,2,FS=1;RB=1;FC=1;FF=1,Provável,7,2.4,2.4,Marcelo Costa,9.81,17/05/2015,1,-0.19,37781,joinville,Meia
18,2,FS=1;PE=1;RB=1;FC=1,Provável,7,1.4,1.4,Sueliton,9.81,17/05/2015,1,-1.19,72023,joinville,Lateral
19,2,FS=1;G=1;RB=1;FC=2,Provável,7,9.2,9.2,Diego Oliveira,9.65,17/05/2015,1,6.65,72204,ponte preta,Atacante
20,2,,Provável,7,3.17,3.17,Oswaldo De Oliveira,9.63,17/05/2015,1,0.63,36940,palmeiras,Técnico
1,2,FS=1;G=1;FC=1;CA=1,Dúvida,2,6,6,Régis,9.49,17/05/2015,1,3.49,82647,sport,Meia
2,2,FS=3;PE=3;I=2;RB=1;FC=2;FF=1,Provável,7,1,1,Vagner Love,9.49,16/05/2015,1,-1.51,38959,corinthians,Atacante
3,2,PE=1;RB=1;FC=5;CA=1;FD=1,Provável,7,-2.1,-2.1,Leandro Almeida,9.41,16/05/2015,1,-4.59,50462,coritiba,Zagueiro
4,2,PE=2;G=1;FC=1,Nulo,6,6.9,6.9,Ángel Romero,9.41,16/05/2015,1,4.41,88323,corinthians,Atacante
5,2,FS=1;PE=4;G=1;I=1;FC=2;CA=1,Provável,7,3.8,3.8,Patric,9.33,17/05/2015,1,1.33,60969,atlético-mg,Lateral
6,2,FS=1;RB=1;FC=1;FD=1,Provável,7,2.7,2.7,Rafael Moura,9.25,17/05/2015,1,0.25,37655,internacional,Atacante
7,2,FS=1;PE=1;FC=1;FF=1,Provável,7,0.4,0.4,Lucas,9.02,17/05/2015,1,-1.98,50362,palmeiras,Lateral
8,2,,Contundido,5,0,0,Leandro Pereira,9,17/05/2015,0,0,78968,palmeiras,Atacante
9,2,,Contundido,5,0,0,França,9,17/05/2015,0,0,72084,figueirense,Meia
10,2,,Nulo,6,0,0,Cléo,9,16/05/2015,0,0,38525,atlético-pr,Atacante
11,2,,Contundido,5,0,0,Alan Kardec,9,17/05/2015,0,0,50347,são paulo,Atacante
12,2,,Nulo,6,0,0,Edmílson,9,16/05/2015,0,0,55519,chapecoense,Atacante
13,2,,Nulo,6,0,0,Wallyson,9,16/05/2015,0,0,62127,coritiba,Atacante
14,2,,Nulo,6,0,0,Márcio Araújo,9,17/05/2015,0,0,38311,flamengo,Meia
15,2,,Nulo,6,0,0,Emanuel Biancucchi,9,17/05/2015,0,0,84679,vasco,Meia
16,2,,Nulo,6,0,0,Jorge Henrique,9,17/05/2015,0,0,38108,internacional,Atacante
17,2,,Nulo,6,0,0,Keirrison,9,16/05/2015,0,0,50880,coritiba,Atacante
18,2,,Nulo,6,0,0,Roni,9,17/05/2015,0,0,78965,ponte preta,Meia
19,2,FS=1;PE=3;RB=1;FD=1,Provável,7,2.3,2.3,Maicosuel,8.94,17/05/2015,1,-0.06,37851,atlético-mg,Meia
20,2,SG=1;FS=1;PE=1,Provável,7,5.2,5.2,Edu Dracena,8.86,16/05/2015,1,2.86,37657,corinthians,Zagueiro
1,2,FS=2;PE=1;RB=1;FC=2;FF=1,Provável,7,2.1,2.1,Wendel,8.78,17/05/2015,1,-0.22,38021,sport,Meia
2,2,PE=6;RB=2;FC=1;CA=1;FD=1,Provável,7,0.1,0.1,Biro Biro,8.78,17/05/2015,1,-2.22,80949,ponte preta,Atacante
3,2,FS=2;PE=1;RB=2;CA=1,Provável,7,2.1,2.1,Walace,8.78,16/05/2015,1,-0.22,88479,grêmio,Meia
4,2,PE=3;A=1;I=1;RB=2;CA=1,Provável,7,5,5,Rafael Lima,8.7,16/05/2015,1,2.7,50361,chapecoense,Zagueiro
5,2,,Provável,7,5.96,5.96,Milton Mendes,8.67,16/05/2015,1,3.67,86486,atlético-pr,Técnico
6,2,FS=2;PE=2;RB=2;FC=2,Provável,7,2.8,2.8,Pará,8.54,17/05/2015,1,0.54,62086,flamengo,Lateral
7,2,FS=1;PE=4;RB=1;FC=5,Provável,7,-1.5,-1.5,Maicon,8.31,16/05/2015,1,-3.69,38196,grêmio,Meia
8,2,PE=1;RB=1;FC=2;CA=1,Provável,7,-1.6,-1.6,Wagner,8.23,17/05/2015,1,-3.77,37674,fluminense,Meia
9,2,SG=1;PE=1;FC=1,Provável,7,4.2,4.2,Gustavo,8.07,16/05/2015,1,2.07,37840,atlético-pr,Zagueiro
10,2,FS=1;PE=1,Nulo,6,0.2,0.2,Felipe Azevedo,8.07,17/05/2015,1,-1.93,60825,ponte preta,Atacante
11,2,FS=2;PE=1;FC=1,Provável,7,0.2,0.2,Manoel,8.07,17/05/2015,1,-1.93,69014,cruzeiro,Zagueiro
12,2,,Provável,7,3.14,3.14,Doriva,8.02,17/05/2015,1,1.02,79343,vasco,Técnico
13,2,,Contundido,5,0,0,Cleberson,8,16/05/2015,0,0,80281,atlético-pr,Zagueiro
14,2,,Nulo,6,0,0,Carlos Alberto,8,17/05/2015,0,0,37652,figueirense,Meia
15,2,,Nulo,6,0,0,Samir ,8,17/05/2015,0,0,84318,flamengo,Zagueiro
